dR_genes	dR_targets	subSystems_dR	chem_class_dR	chem_comp_dR
YPL061W	ALD6	Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00330  Arginine and proline metabolism // sce00340  Histidine metabolism // sce00380  Tryptophan metabolism // sce00410  beta-Alanine metabolism // sce00561  Glycerolipid metabolism // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00330  Arginine and proline metabolism // sce00340  Histidine metabolism // sce00380  Tryptophan metabolism // sce00410  beta-Alanine metabolism // sce00561  Glycerolipid metabolism // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	aromatic	salidroside
YKL069W	YKL069W		aromatic	salidroside
YOL126C	MDH2	sce00020  Citrate cycle (TCA cycle) // sce00270  Cysteine and methionine metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce00020  Citrate cycle (TCA cycle) // sce00270  Cysteine and methionine metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	aromatic	salidroside
YDR226W	ADK1	sce00230  Purine metabolism // sce00730  Thiamine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	aromatic	salidroside
YML082W	YML082W	sce00260  Glycine, serine and threonine metabolism // sce00270  Cysteine and methionine metabolism // sce00450  Selenocompound metabolism // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids // sce00260  Glycine, serine and threonine metabolism // sce00270  Cysteine and methionine metabolism // sce00450  Selenocompound metabolism // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids //	aromatic	salidroside
YNL036W	NCE103		aromatic	salidroside
YOR175C	ALE1	sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	terpene	santalene
YDR503C	LPP1		terpene	santalene
YLR438W	CAR2	sce00330  Arginine and proline metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	amino acid	serine
YFL018C	LPD1	Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	amino acid	serine
YDR503C	LPP1		amino acid	serine
YOR245C	DGA1	sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism	amino acid	serine
YHR144C	DCD1	sce00240  Pyrimidine metabolism // sce00240  Pyrimidine metabolism // sce00240  Pyrimidine metabolism	amino acid	serine
YLR438W	CAR2	sce00330  Arginine and proline metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	bioamine	spermine
YDL066W	IDP1	sce00020  Citrate cycle (TCA cycle) // sce00480  Glutathione metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce04146  Peroxisome	bioamine	spermine
YOR175C	ALE1	sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	bioamine	spermine
